X,elements,lru,rand,opt,cf_lru,lru_wsr,lfu_5,lfu_5_w1,zipf_best_read,staticOpt,lfu20,lfu5_w03,lfu5_w05,lfu5_w01,lfu5_w2,lfu5_w5,lfu5_w7,lfu20_h20_-1,lfu1_h1_-2,lfu1_h1_-1,lfu1_h1_2,lfu1_h1_inf,lfu3_h1_-2,lfu3_h1_-1,lfu3_h1_2,lfu3_h1_inf,lfu3_h3_-2,lfu3_h3_-1,lfu3_h3_2,lfu3_h3_inf,lfu5_h1_-2,lfu5_h1_-1,lfu5_h1_2,lfu5_h1_inf,lfu5_h3_-2,lfu5_h3_-1,lfu5_h3_2,lfu5_h3_inf,lfu5_h5_-2,lfu5_h5_-1,lfu5_h5_2,lfu5_h5_inf,lfu10_h1_-2,lfu10_h1_-1,lfu10_h1_2,lfu10_h1_inf,lfu10_h3_-2,lfu10_h3_-1,lfu10_h3_2,lfu10_h3_inf,lfu10_h5_-2,lfu10_h5_-1,lfu10_h5_2,lfu10_h5_inf,lfu10_h10_-2,lfu10_h10_-1,lfu10_h10_2,lfu10_h10_inf,lfu20_h1_-2,lfu20_h1_-1,lfu20_h1_2,lfu20_h1_inf,lfu20_h3_-2,lfu20_h3_-1,lfu20_h3_2,lfu20_h3_inf,lfu20_h5_-2,lfu20_h5_-1,lfu20_h5_2,lfu20_h5_inf,lfu20_h10_-2,lfu20_h10_-1,lfu20_h10_2,lfu20_h10_inf,lfu20_h20_-2,lfu20_h20_-1,lfu20_h20_2,lfu20_h20_inf,lfu50_h1_-2,lfu50_h1_-1,lfu50_h1_2,lfu50_h1_inf,lfu50_h3_-2,lfu50_h3_-1,lfu50_h3_2,lfu50_h3_inf,lfu50_h5_-2,lfu50_h5_-1,lfu50_h5_2,lfu50_h5_inf,lfu50_h10_-2,lfu50_h10_-1,lfu50_h10_2,lfu50_h10_inf,lfu50_h20_-2,lfu50_h20_-1,lfu50_h20_2,lfu50_h20_inf,lfu50_h50_-2,lfu50_h50_-1,lfu50_h50_2,lfu50_h50_inf,lfu1_w03,lfu1_w01,lfu1_w05,lfu1_w1,lfu1_w2,rand,lfu1_w7,lfu3_w03,lfu3_w01,lfu3_w05,lfu3_w1,lfu3_w2,lfu3_w7,lfu5_w03,lfu5_w01,lfu5_w05,lfu5_w1,lfu5_w2,lfu5_w7,lfu10_w03,lfu10_w01,lfu10_w05,lfu10_w1,lfu10_w2,lfu10_w7,lfu20_w03,lfu20_w01,lfu20_w05,lfu20_w1,lfu20_w2,lfu20_w7,lfu50_w03,lfu50_w01,lfu50_w05,lfu50_w1,lfu50_w2,lfu50_w7
50,847042,60322,66879,42142,53704,57954,50659,49676,49634,73031,49908,49676,49869,49468,49434,49668,50263,51416,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,49488,49488,49488,49488,49488,67097,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488
60,847042,57719,63704,38172,50179,54836,46401,45496,45550,67347,45591,45988,45903,45819,45076,45182,45763,47041,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,45026,45026,45026,45026,45026,63557,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026
70,847042,55161,60695,34837,46935,51696,42556,41377,41339,63566,41165,42383,42048,42507,40952,40915,41840,43035,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,40376,40376,40376,40376,40376,60715,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376
80,847042,52946,57656,31875,43751,48472,38854,37451,37726,60789,36964,38882,38292,39221,36841,37018,38087,39021,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,35788,35788,35788,35788,35788,57660,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788
90,847042,50699,55357,29290,40739,45462,35924,33841,33956,58315,32993,35267,34587,35959,32942,33571,34390,35298,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,31623,31623,31623,31623,31623,55119,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623
100,847042,48317,52878,27012,37911,42711,32693,30394,30624,56196,29564,31895,31173,32561,29530,30264,31678,31780,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,28196,28196,28196,28196,28196,52871,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196
200,847042,27246,33986,12290,17007,21657,13052,12327,12225,28342,11898,12450,12498,12681,12242,12529,12770,13115,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,11672,11672,11672,11672,11672,34068,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672
300,847042,13065,20766,5873,7637,10140,6693,6589,6533,11342,6550,7141,6831,7465,6386,6562,6654,7331,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,6580,6580,6580,6580,6580,20683,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580
400,847042,5642,10918,2512,3328,4664,3385,3331,3474,6842,3638,3926,3626,4454,3238,3330,3420,3996,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,3860,3860,3860,3860,3860,10891,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860
500,847042,1688,4246,853,1051,1496,1230,1449,1271,3363,1423,1837,1641,2169,1344,1277,1277,1506,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1767,1767,1767,1767,1767,4410,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767
600,847042,724,1496,625,662,708,691,762,702,1057,712,837,814,845,726,702,692,715,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,764,764,764,764,764,1502,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764
700,847042,626,779,625,625,626,632,632,632,625,632,631,631,631,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,733,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632
800,847042,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
