X,elements,lru,lfu1_h1_-2,lfu1_h1_-1,lfu1_h1_2,lfu1_h1_inf,lfu3_h1_-2,lfu3_h1_-1,lfu3_h1_2,lfu3_h1_inf,lfu3_h3_-2,lfu3_h3_-1,lfu3_h3_2,lfu3_h3_inf,lfu5_h1_-2,lfu5_h1_-1,lfu5_h1_2,lfu5_h1_inf,lfu5_h3_-2,lfu5_h3_-1,lfu5_h3_2,lfu5_h3_inf,lfu5_h5_-2,lfu5_h5_-1,lfu5_h5_2,lfu5_h5_inf,lfu10_h1_-2,lfu10_h1_-1,lfu10_h1_2,lfu10_h1_inf,lfu10_h3_-2,lfu10_h3_-1,lfu10_h3_2,lfu10_h3_inf,lfu10_h5_-2,lfu10_h5_-1,lfu10_h5_2,lfu10_h5_inf,lfu10_h10_-2,lfu10_h10_-1,lfu10_h10_2,lfu10_h10_inf,lfu20_h1_-2,lfu20_h1_-1,lfu20_h1_2,lfu20_h1_inf,lfu20_h3_-2,lfu20_h3_-1,lfu20_h3_2,lfu20_h3_inf,lfu20_h5_-2,lfu20_h5_-1,lfu20_h5_2,lfu20_h5_inf,lfu20_h10_-2,lfu20_h10_-1,lfu20_h10_2,lfu20_h10_inf,lfu20_h20_-2,lfu20_h20_-1,lfu20_h20_2,lfu20_h20_inf,lfu50_h1_-2,lfu50_h1_-1,lfu50_h1_2,lfu50_h1_inf,lfu50_h3_-2,lfu50_h3_-1,lfu50_h3_2,lfu50_h3_inf,lfu50_h5_-2,lfu50_h5_-1,lfu50_h5_2,lfu50_h5_inf,lfu50_h10_-2,lfu50_h10_-1,lfu50_h10_2,lfu50_h10_inf,lfu50_h20_-2,lfu50_h20_-1,lfu50_h20_2,lfu50_h20_inf,lfu50_h50_-2,lfu50_h50_-1,lfu50_h50_2,lfu50_h50_inf,lfu1_w03,lfu1_w01,lfu1_w05,lfu1_w1,lfu1_w2,rand,opt,cf_lru,lru_wsr,lfu1_w7,lfu3_w03,lfu3_w01,lfu3_w05,lfu3_w1,lfu3_w2,lfu3_w7,lfu5_w03,lfu5_w01,lfu5_w05,lfu5_w1,lfu5_w2,lfu5_w7,lfu10_w03,lfu10_w01,lfu10_w05,lfu10_w1,lfu10_w2,lfu10_w7,lfu20_w03,lfu20_w01,lfu20_w05,lfu20_w1,lfu20_w2,lfu20_w7,lfu50_w03,lfu50_w01,lfu50_w05,lfu50_w1,lfu50_w2,lfu50_w7
50,847042,60322,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,51239,49488,49488,49488,49488,49488,67097,42142,53704,57954,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488,49488
60,847042,57719,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,46926,45026,45026,45026,45026,45026,63557,38172,50179,54836,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026,45026
70,847042,55161,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,42839,40376,40376,40376,40376,40376,60715,34837,46935,51696,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376,40376
80,847042,52946,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,38720,35788,35788,35788,35788,35788,57660,31875,43751,48472,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788,35788
90,847042,50699,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,34861,31623,31623,31623,31623,31623,55119,29290,40739,45462,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623,31623
100,847042,48317,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,31369,28196,28196,28196,28196,28196,52871,27012,37911,42711,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196,28196
200,847042,27246,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,12924,11672,11672,11672,11672,11672,34068,12290,17007,21657,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672,11672
300,847042,13065,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,7395,6580,6580,6580,6580,6580,20683,5873,7637,10140,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580,6580
400,847042,5642,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,4250,3860,3860,3860,3860,3860,10891,2512,3328,4664,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860,3860
500,847042,1688,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1853,1767,1767,1767,1767,1767,4410,853,1051,1496,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767,1767
600,847042,724,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,771,764,764,764,764,764,1502,625,662,708,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764,764
700,847042,626,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,733,625,625,626,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632,632
800,847042,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625,625
