X,elements,lru,lfu1_h1_-2,lfu1_h1_-1,lfu1_h1_2,lfu1_h1_inf,lfu3_h1_-2,lfu3_h1_-1,lfu3_h1_2,lfu3_h1_inf,lfu3_h3_-2,lfu3_h3_-1,lfu3_h3_2,lfu3_h3_inf,lfu5_h1_-2,lfu5_h1_-1,lfu5_h1_2,lfu5_h1_inf,lfu5_h3_-2,lfu5_h3_-1,lfu5_h3_2,lfu5_h3_inf,lfu5_h5_-2,lfu5_h5_-1,lfu5_h5_2,lfu5_h5_inf,lfu10_h1_-2,lfu10_h1_-1,lfu10_h1_2,lfu10_h1_inf,lfu10_h3_-2,lfu10_h3_-1,lfu10_h3_2,lfu10_h3_inf,lfu10_h5_-2,lfu10_h5_-1,lfu10_h5_2,lfu10_h5_inf,lfu10_h10_-2,lfu10_h10_-1,lfu10_h10_2,lfu10_h10_inf,lfu20_h1_-2,lfu20_h1_-1,lfu20_h1_2,lfu20_h1_inf,lfu20_h3_-2,lfu20_h3_-1,lfu20_h3_2,lfu20_h3_inf,lfu20_h5_-2,lfu20_h5_-1,lfu20_h5_2,lfu20_h5_inf,lfu20_h10_-2,lfu20_h10_-1,lfu20_h10_2,lfu20_h10_inf,lfu20_h20_-2,lfu20_h20_-1,lfu20_h20_2,lfu20_h20_inf,lfu50_h1_-2,lfu50_h1_-1,lfu50_h1_2,lfu50_h1_inf,lfu50_h3_-2,lfu50_h3_-1,lfu50_h3_2,lfu50_h3_inf,lfu50_h5_-2,lfu50_h5_-1,lfu50_h5_2,lfu50_h5_inf,lfu50_h10_-2,lfu50_h10_-1,lfu50_h10_2,lfu50_h10_inf,lfu50_h20_-2,lfu50_h20_-1,lfu50_h20_2,lfu50_h20_inf,lfu50_h50_-2,lfu50_h50_-1,lfu50_h50_2,lfu50_h50_inf,lfu1_w03,lfu1_w01,lfu1_w05,lfu1_w1,lfu1_w2,rand,opt,cf_lru,lru_wsr,lfu1_w7,lfu3_w03,lfu3_w01,lfu3_w05,lfu3_w1,lfu3_w2,lfu3_w7,lfu5_w03,lfu5_w01,lfu5_w05,lfu5_w1,lfu5_w2,lfu5_w7,lfu10_w03,lfu10_w01,lfu10_w05,lfu10_w1,lfu10_w2,lfu10_w7,lfu20_w03,lfu20_w01,lfu20_w05,lfu20_w1,lfu20_w2,lfu20_w7,lfu50_w03,lfu50_w01,lfu50_w05,lfu50_w1,lfu50_w2,lfu50_w7
50,847042,136562,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,139577,154798,154798,154798,154798,154798,162642,87814,146340,141142,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798,154798
60,847042,129756,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,129834,138976,138976,138976,138976,138976,150871,78638,135645,131247,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976,138976
70,847042,123417,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,120323,127265,127265,127265,127265,127265,141013,70936,125642,123689,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265,127265
80,847042,117803,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,111402,119071,119071,119071,119071,119071,131700,64325,116257,116370,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071,119071
90,847042,112248,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,103163,110667,110667,110667,110667,110667,123619,58480,109484,109563,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667,110667
100,847042,106347,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,95464,101344,101344,101344,101344,101344,116722,53288,103343,103319,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344,101344
200,847042,53637,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,43393,46186,46186,46186,46186,46186,65900,21999,55142,52206,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186,46186
300,847042,23282,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,19955,23939,23939,23939,23939,23939,35096,8824,27674,23213,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939,23939
400,847042,8253,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,8991,10968,10968,10968,10968,10968,16151,3158,13414,8687,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968,10968
500,847042,2051,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3173,3785,3785,3785,3785,3785,5906,1056,5484,2084,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785,3785
600,847042,881,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1023,1120,1120,1120,1120,1120,1909,759,2389,874,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120,1120
700,847042,762,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,909,759,840,763,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769,769
800,847042,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759,759
